7.0428879066e+02,2.4597858552e+03
9.7097777089e+02,1.6958842458e+03
9.1093907362e+02,1.2711240237e+03
7.7063286640e+02,2.0978759753e+03
5.8883753012e+02,2.3872956362e+03
4.7551945155e+02,1.6228165120e+03
5.0446599956e+02,2.3966262761e+03
4.5678126935e+02,2.8395036959e+03
6.3418966805e+02,1.0743677555e+03
5.2946566061e+02,1.2041227221e+03
7.7090693097e+02,1.6158137494e+03
3.8463812749e+02,1.1120257762e+03
6.8960427448e+02,2.2645374511e+03
1.1630573410e+03,1.7100381820e+03
8.3975362399e+02,1.2617776254e+03
8.7293715705e+02,1.8729439093e+03
5.4591620871e+02,2.2188789262e+03
4.4864906969e+02,1.5609142971e+03
4.6494381609e+02,2.3617049292e+03
4.9006832841e+02,2.9209279743e+03
5.2070001742e+02,9.8240835237e+02
5.4539882370e+02,1.3641976984e+03
7.7941258592e+02,1.3550030966e+03
4.6566708404e+02,1.1868827575e+03
6.1495549235e+02,2.4294899109e+03
1.0491097142e+03,1.5164509412e+03
6.8627802579e+02,1.2157101427e+03
8.1815819453e+02,2.0131454826e+03
5.6545079826e+02,2.3761580606e+03
4.9095443635e+02,1.8111503398e+03
4.4853377255e+02,2.4267156702e+03
4.3709023937e+02,2.9407267568e+03
4.1389238580e+02,9.3536036991e+02
5.1651577644e+02,1.0252256141e+03
8.4729547406e+02,1.4347083155e+03
4.3418975664e+02,1.3087184937e+03
5.6785698655e+02,2.1775015465e+03
1.0682438054e+03,1.4127016064e+03
8.1087667431e+02,1.1695885062e+03
8.7252376908e+02,2.0542024633e+03
5.3961570681e+02,2.3962102980e+03
5.1660928039e+02,1.6739663667e+03
4.9986285902e+02,2.4143006531e+03
4.2491228949e+02,3.0226802986e+03
5.3557446854e+02,1.0564963205e+03
5.5576265727e+02,1.3723214105e+03
8.2707989719e+02,1.3151153417e+03
4.6591267716e+02,1.0617769979e+03
6.6465639998e+02,2.3245927826e+03
8.7013540867e+02,1.4758325538e+03
8.1526168191e+02,1.1715593350e+03
8.0074482747e+02,2.0924187913e+03
5.0741787812e+02,2.4505442505e+03
5.1150672092e+02,1.4280709597e+03
4.5115804336e+02,2.5930063248e+03
5.1146116142e+02,2.9931443483e+03
6.2800338287e+02,1.0935686020e+03
4.7037511370e+02,1.2049425883e+03
8.0298929759e+02,1.4079143948e+03
5.0440527203e+02,1.2678049970e+03
7.1177364089e+02,2.6121687217e+03
1.1109576207e+03,1.5648635058e+03
8.7845337447e+02,1.1932162572e+03
7.4133322777e+02,2.1274217048e+03
6.3195334185e+02,2.5210657237e+03
4.8257647130e+02,1.5475667182e+03
5.2877068107e+02,2.6490743413e+03
3.9809261498e+02,2.8783525019e+03
5.9195758644e+02,9.2378041360e+02
5.3683759853e+02,1.1618834654e+03
8.6979145841e+02,1.6074119416e+03
4.9507044679e+02,1.1831916313e+03
6.7296592668e+02,2.4218474026e+03
8.5641628047e+02,1.4616154287e+03
8.4104446458e+02,1.1439483826e+03
7.4757285611e+02,2.2321684744e+03
5.7029834764e+02,2.6003399905e+03
6.3562392460e+02,1.4227748025e+03
4.1712788219e+02,2.6575270779e+03
4.0804571424e+02,2.5101201518e+03
7.1766462692e+02,1.1211013662e+03
4.9221678246e+02,1.2909406351e+03
8.1416660590e+02,1.6366833376e+03
4.6199724738e+02,9.9923944111e+02
7.5704030544e+02,2.4487397257e+03
9.8275980054e+02,1.5581333747e+03
7.4346378071e+02,9.8497137097e+02
8.3598417511e+02,2.1890345811e+03
5.9454961998e+02,2.2882613050e+03
4.4975414861e+02,1.5740784912e+03
4.2502204770e+02,2.5397293455e+03
3.3576411453e+02,2.5079995732e+03
5.4171559926e+02,1.0230862279e+03
5.3370574166e+02,1.2637663460e+03
7.2256964635e+02,1.4632857774e+03
4.0340597454e+02,9.7050782943e+02
7.1279368820e+02,2.5592342393e+03
9.9205526794e+02,1.4713819367e+03
7.4892481948e+02,1.1418836818e+03
7.3675262362e+02,1.9177750971e+03
4.3628224338e+02,2.3693105632e+03
4.7833495547e+02,1.7019984938e+03
5.2468380358e+02,2.6204735821e+03
4.1238614247e+02,2.5865169707e+03
5.3575748312e+02,9.3407742533e+02
5.6543246634e+02,1.1479326702e+03
8.6047634884e+02,1.4486492125e+03
4.2837598393e+02,7.3867111692e+02
6.8071368039e+02,2.5712737706e+03
9.9645601373e+02,1.5668500519e+03
7.9082848835e+02,1.1101450711e+03
8.3029911475e+02,2.0602455965e+03
4.9929924824e+02,2.5089542327e+03
4.0963341281e+02,1.5997899042e+03
4.8459893422e+02,2.6449438306e+03
4.0939333031e+02,2.9123845910e+03
4.6522935038e+02,9.7334816884e+02
4.8194537279e+02,1.2606772795e+03
7.5168195089e+02,1.5675758849e+03
5.1696736074e+02,8.9498320693e+02
7.0702726797e+02,2.5739253603e+03
1.0236142226e+03,1.6392510041e+03
7.3123113252e+02,1.0577334141e+03
7.7066143645e+02,2.0423599665e+03
5.6003354200e+02,2.5519425223e+03
5.1716663779e+02,1.5596434104e+03
4.3533829779e+02,2.3846171954e+03
5.0192285437e+02,3.0152809276e+03
4.0672179059e+02,1.0158234632e+03
5.6737385985e+02,1.2769235790e+03
8.5741450193e+02,1.4708447858e+03
4.8183781521e+02,7.9565939271e+02
6.0957800400e+02,2.6028919822e+03
1.0609753019e+03,1.6589000379e+03
7.5318316488e+02,1.0387853982e+03
7.5694535956e+02,2.2333674314e+03
4.3631172636e+02,2.4275804323e+03
3.8025418404e+02,1.5970461415e+03
4.3003718036e+02,2.2366962340e+03
4.0750572179e+02,2.8519867714e+03
5.6449763838e+02,9.6328479096e+02
5.5414914962e+02,1.0042558619e+03
8.1927846161e+02,1.4732059235e+03
3.9722079964e+02,8.9758348040e+02
6.2727726555e+02,2.6813052646e+03
9.5205712654e+02,1.6115913067e+03
7.8109479244e+02,1.1773639908e+03
7.3067923677e+02,2.2528746786e+03
5.4697516784e+02,2.4436135187e+03
4.0350416546e+02,1.3892854347e+03
4.6995433354e+02,2.2650172847e+03
4.8073331808e+02,2.9406263527e+03
3.8167343990e+02,8.6405009847e+02
4.4638129996e+02,6.6490581719e+02
8.0585451531e+02,1.4207785452e+03
3.9119412662e+02,1.0983661709e+03
6.0316176035e+02,2.3960857243e+03
8.6655129485e+02,1.4066336589e+03
8.0331514535e+02,1.0587025702e+03
7.8571427754e+02,2.3004242732e+03
4.7194782959e+02,2.4277033955e+03
4.8725033681e+02,1.4962876760e+03
4.5458039098e+02,2.2585103875e+03
4.4629268508e+02,2.8315430735e+03
5.5763494254e+02,8.8283653622e+02
5.1330918262e+02,8.1478834523e+02
6.9227489068e+02,1.3708740180e+03
4.6354703388e+02,1.1538482125e+03
6.1676740178e+02,2.4456420773e+03
1.1604859965e+03,1.4107470133e+03
8.2377088059e+02,1.0586196858e+03
6.8867668437e+02,2.1614703223e+03
6.4781236956e+02,2.3946471568e+03
6.6315654350e+02,1.6275760838e+03
3.9138908472e+02,2.2491380889e+03
3.7397684928e+02,2.8261840503e+03
5.0646487945e+02,8.6896389926e+02
5.4456733220e+02,1.1325232006e+03
7.8795373418e+02,1.4206615164e+03
4.5496720733e+02,1.0019474896e+03
8.1147726865e+02,2.4215856254e+03
1.0393727119e+03,1.5616432709e+03
6.9280434795e+02,1.0880358643e+03
6.2706476218e+02,2.1407088089e+03
5.3894796633e+02,2.6802421650e+03
4.6364701748e+02,1.7566086562e+03
4.7516663283e+02,2.1868118945e+03
4.5848626877e+02,2.9448826599e+03
3.8663165536e+02,8.6958943968e+02
5.3652058624e+02,1.0721353994e+03
7.7005357155e+02,1.3316904417e+03
4.6161461482e+02,9.8875685873e+02
6.8337649761e+02,2.4640485239e+03
1.0748031631e+03,1.5211455151e+03
7.2969103185e+02,9.0737388312e+02
8.2390909798e+02,2.0351871627e+03
5.3548144529e+02,2.7400910960e+03
4.3827505331e+02,1.7426082295e+03
4.8586634093e+02,2.0864982230e+03
4.4535896602e+02,2.9211856188e+03
2.8750708171e+02,6.4661889283e+02
5.6070548935e+02,1.0648844499e+03
7.1771875442e+02,1.3374341942e+03
4.7266760247e+02,9.9044883991e+02
6.8179651368e+02,2.5175994373e+03
1.0289110389e+03,1.6350700231e+03
7.9655557058e+02,1.1949226080e+03
7.3935664920e+02,2.1475024682e+03
5.1851948325e+02,2.6300719568e+03
5.1245323406e+02,1.6192481486e+03
4.9731142166e+02,2.0127594724e+03
4.3646835915e+02,2.9403261988e+03
3.1845507044e+02,4.7136387409e+02
5.4314160614e+02,1.0918947188e+03
7.5523238232e+02,1.4308250424e+03
4.2515627758e+02,9.5942078561e+02
6.5253264869e+02,2.7927337564e+03
1.0389168138e+03,1.7501876711e+03
8.4357455139e+02,1.3714811198e+03
8.5032482265e+02,1.9940215465e+03
6.9239094849e+02,2.5182984103e+03
4.6521444190e+02,1.6435951421e+03
4.6902356006e+02,2.2170922576e+03
5.0048187259e+02,2.9236360567e+03
3.1722180428e+02,7.5549923734e+02
5.1250721747e+02,1.0947070610e+03
8.7567908314e+02,1.3917918700e+03
4.7398975573e+02,7.8782913653e+02
5.3846228344e+02,2.8958172715e+03
1.0085650346e+03,1.5812127566e+03
8.6523502164e+02,1.2665779878e+03
6.7972750764e+02,2.2096161872e+03
4.0489880834e+02,2.5527854023e+03
4.2903104313e+02,1.4324019046e+03
4.2815164742e+02,2.2918932462e+03
4.4388137699e+02,2.8124983501e+03
4.2190061429e+02,9.1140751025e+02
4.9605520937e+02,1.1410527798e+03
7.9052657933e+02,1.4394485200e+03
